CoralNet ID,Count,CoralNet Name,Mermaid Name
8685,25,Sponge 7,
4103,25,Acropora latistella,
8678,25,Sponge 1 A,
981,25,Zoanthus,
10662,25,Zooxanthellae Coral,
7437,25,Halicnemia papillosa,
2382,25,Acropora samoensis,
6202,25,outros invertebrados,
7374,25,Rock - Halimeda,
3178,25,Corals:Stony Coral:Acropora:Submassive,
10314,25,Muricea elongata,
243,25,Corals: Stony corals: Solitary / mushroom,Hard coral
2455,25,Schizothrix,Cyanobacteria
972,25,Favites pentagona,
4276,25,Eudistoma obscuratum,
2135,24,Ball Sponge,
1832,24,Porifera_yellow,
2160,24,Ircinia variabilis,
8677,24,Yellow Encrusting Sponge A,
7669,24,Nacella sp,
3875,24,Montipora foveolata,
10003,24,White and green hexagonal Membraniporidae,
349,24,Echinoderms: Ophiuroids:Brittle / snake stars,
3294,24,Laurencia,
3383,24,Martensia Spp.,
1104,24,Apomatus spp.,
8679,24,Sponge 2A,
7517,24,Dendrophyllidae,
8204,24,Anemones,
1181,24,Montastraea faveolata,
8033,24,Pachymenia,
5757,24,dead Acropora digitifera,
487,24,Aplidium sp.,
5764,24,Polychaete tubes rubble,
10067,24,Human Hand,
10011,23,Brown and beige encrusting Tubuliporidae,
7710,23,Chiton magnificus,
9894,23,Invertebrate eggs,
3578,23,Spatoglossum schroederi,
1585,23,Hydnophora exesa,
5555,23,Cladophora sericea,
4995,23,Esponja-sp-8,
4109,23,Cnidaria: Corals: Black & Octocorals,
8212,23,Barnacles_STRI,
4447,23,Valonia ventricosa,Valonia
788,23,Porites non-massive,
871,23,Aiolochroia crassa,
8034,23,Colonial anemones: Corallimorphs,
5006,23,Unknown-12,
6011,23,Bleached Pavona decussata,
1356,22,Acropora prolifera,Acropora prolifera
6141,22,Coral Black Igual Ao 8 Mais Denso,
6037,22,Tripneustes ventricosus,
545,22,Halymenia floresia,
4468,22,Oscarella sp.,
7510,22,Animal,
5473,22,Brown_algae_corticated_foliose,
1961,22,Goniastrea edwardsi_retiformis,
8582,22,Cellaria tenuirostris,
1543,22,Nucella lapillus,
2799,22,Chondracanthus acicularis,
3245,22,Meandrina braziliensis,
3799,22,Posidonia,
7986,22,Snail eggs,
4981,22,Esponja-Monan-sp1,
8689,22,Sponge 10,
8100,22,Necrose,
5408,22,Partially Bleached Orbicella faveolata,
6050,21,Gelidium pusillum,
7080,21,Encrusting algae-covered rock rubble,
7303,21,Parazoanthus axinellae,
1599,21,Water_H20,
7448,21,Zygochlamys patagonica,
9597,21,Brown blade algae,
3736,21,Paramolgula gregaria,
6560,21,Plerogyra sinuosa,
9998,21,Pink encrusting sponge,
8681,21,Sponge 4A,
3734,21,Fissurellidea patagonica,
3731,21,Loose substrate: Mud,
5492,21,Unknown_obscured,
7872,21,Botrylloides leachii,
8588,21,Diplodontias singularis,
2579,21,Echinometra spp,
420,21,Pocillopora ligulata,
10007,21,Schizoporella dunkeri with ovicells,
8841,21,Cyphastrea Paling,
1119,21,"bivalve, unidentified",
7596,21,Bugulina simplex,
1761,21,Unknown Sp. Orange Egg Mass,
8044,21,Meandering Ridges 4-10mm,
8669,21,Algae 2A,
6574,21,Upright Dead Coral - Cyanobacteria,
1363,20,Isophyllia sinuosa,Isophyllia sinuosa
5519,20,Leptogorgia chilensis,
1784,20,Madracis pharensis,Madracis pharensis
8050,20,Massive Separate 8-20mm,
8672,20,Algae 5A,
1100,20,"Snail, unidentified",
3434,20,Branching Coral,
1828,20,Lobactis scutaria,Lobactis scutaria
5954,20,Turf algae mix,Turf algae
4106,20,Melithaea,
486,20,Yellow digits,
7791,20,Polysiphonia elongata,
8038,20,Branching with No Axial Corallite >2mm,
5177,20,Ascidia-sp-16,
8700,20,white cap red algae,
9579,20,M.varia with epibiont sponge,
476,20,Aplysina fulva,
4796,20,Ulva sp,
5489,19,Acropora branching,
8231,19,Infection_SCTLD,
7516,19,Algae (leathery),
3679,19,Corella eumyota,
1672,19,Petalonia fascia/Punctaria latifolia (canopy),
8697,19,Red agae A,
1437,19,"Other sesile invertebrates Bryozoa, clams",
5003,19,Aplysina-spp-6,
208,19,Bleached Cyphastrea,
1870,19,Gardineroseris planulata,Gardineroseris planulata
7552,19,Colour Bleached Hard Coral,
961,19,Molluscs: Limpets,
3377,19,Millepora dead,
5601,19,Reef Star Acropora (branching),
7024,19,Turf Algae-covered Acanthastrea,
7961,19,Parasmittina pinctatae,
7817,19,Paua,
6645,19,Porites mounding,
6137,19,Coral Black Morrendo,
151,18,Lobophyton/Sinularia,
2244,18,Erythrastrea,
3952,18,Ophiuroidea,
6433,18,Seriatopora hystrix,
8219,18,Green algae_STRI,
4101,18,Anacropora,
4569,18,Paled massive/submassive,
2279,18,Coscinaraea (encrusting),
2150,18,Phyllangia americana,
9887,18,Pione Lampa,
5380,18,Oulastrea,Oulastrea
10009,18,Beige Cyclostomatida short branching,
1697,18,Unidentified red blade (substratum),
9007,18,Acropora-diseased-White Syndrome,
350,17,Echinoderms: Feather stars,
826,17,Leptasterias spp.,
7447,17,Nacella deaurata,
6862,17,Green algal mat,
6343,17,Montipora crassituberculata,
8040,17,Meandering Ridges seperate,
3693,17,Sphaerococcus coronopifolius,
9727,17,Sandworm leftovers,
10066,17,Disporella white,
5014,17,Esponja-sp-15,
8605,17,Fissurella picta,
725,17,Leucosolenia spp.,
5085,17,Briozoo-sp-6,
7313,17,Spheciospongia vesparium,
6190,16,Esponja Branca,
5289,16,Soft 20-50cm,
10016,16,Annectocyma tubulosa,
9419,16,dead coralline algae,
9402,16,3D Orange-beige sponge patagonia,
9363,16,unknown spots,
4534,16,Bleaching Sinularia,
5020,16,Esponja-calcarea2,
7971,16,Eupolymnia sp.,
8732,16,Clavelina molluccensis,
795,16,Vase sponge,Sponge
5174,16,Esponja-calcarea3,
9272,16,Live Fire Coral,
2551,16,Green encrusting alga,
3407,16,Bleached Pavona duerdeni,Bleached coral
9090,16,Clathrina fiordica,
8686,16,Sponge 8,
6242,16,vent crab,
1523,16,Hyas spp.,
3324,16,Porites solida,Porites
6780,16,Bryopsis plumosa,
7559,16,Acrosorium ciliolatum,
2016,16,Symploca sp.,
2120,16,Phyllangia mouchezii,
6906,16,Polyandrocarpa anguinea,
4747,15,Cleaner Bottles & Containers,
5835,15,ARMS-Arthropod motile,
2493,15,Bleached Stylophora,
6755,15,Orbicella sp. - Dead,
1361,15,Cladocora arbuscula,
9233,15,Beige globular sponge,
8205,15,Soft tube-building polychaetes,
6640,15,Live free-living,
3464,15,Coeloseris,Coeloseris
10263,15,Dermonema Virense,
4235,15,Botryllus sp.,
1959,15,Herpolitha limax,
7477,15,Red String Algae,
701,15,octopus,
9322,15,Fusitriton cancellatus,
3153,15,Crustose Corraline 4,
1099,15,"Nudibranch, unidentified",
7032,15,Turf Algae-covered Psammocora,
4767,15,(Dark) Tetra Pak,
4769,15,(Dark) Floating Fishing Gear,
7034,15,Eelgrass,
347,15,Echinoderms: Ophiuroids,Other invertebrates
7438,15,Bubaris murrayi,
6057,14,Mussismilia spp,
1371,14,Porites branneri,Porites branneri
7402,14,Oceanapia guaiteca,
9225,14,fluorescent hard coral,
1253,14,Pennaria disticha,
7798,14,HaliclonaYellow,
1562,14,Cnidaria: Hydroid,
2629,14,Other Turf,
7814,14,Dictyota Ocellata,
1916,14,Caulerpa filicoides,
7746,14,Plakortis angulospiculatus,
6128,14,Gorgonia Laranja Fina Pequena,
3877,14,Red Foliose,
7496,14,cliona parenzani,
622,14,Porites PLating,
2558,14,Glue,
9595,14,Red non-calcareous tubular algae,
8394,14,Mytilus edulis/Corallina,
9320,14,Gonactinia prolifera,
6097,14,Gorgonia amarela pequena,
6614,14,Mastophora,Corallinaceae
7835,14,Colpomenia,
9399,14,Red stuff,
4576,14,Feather Duster Worms,
6473,14,Acanthastrea brevis,
8448,14,Polychaeta (calcareous tube),
7459,14,Pale_filamentous_growth,
8583,14,Cellaria malvinensis,
4151,14,Shell,
1731,14,Hermodice carunculata,
10080,13,Rule,
7541,13,Bleached Hard Coral Digitate,Bleached coral
3628,13,Dendropoma gregarium,
9221,13,Solenastrea bournoni - bleached,
289,13,Sponges: Erect forms:   Laminar,
9588,13,Mimachlamys varia,
7783,13,Microzonia,
8596,13,Fissurellida patagonica,
7087,13,Ostreidae spp,
8680,13,Sponge 3A,
8060,13,Massive shared 8-12mm,
7188,13,Napopora,
6163,13,Diploastrea_massive,
7968,13,Branchiomma sp.,
4713,13,Dark pink cca,
4750,13,Drink Bottles – Large (>5L),
7713,13,Henricia obesa,
5320,13,Corymbose Acro <20cm,
6891,13,bleached prionitis sp.,
956,13,Erect coarse branching brown: Sargassum sp.,
8579,13,Chrysaora plocamia,
7443,13,Acanthina monodon,
9213,13,Trididemnum cereum,
3933,13,ARMS-PMT-Encrusting Sponge,
5294,13,Corymbose 20-50cm,
1760,12,unknown invertebrate eggs,
8557,12,Taliepus dentatus,
4580,12,Christmas tree worm (tube!),
426,12,Gibsmithia sp,
1431,12,Fishing gear,
9986,12,Didemnum coriaceum,
1277,12,CRED-Euphyllia spp,Euphyllia
9385,12,Beige sponge with nipples,
7368,12,Coral Rubble - CCA,
3246,12,Favia gravida,
7472,12,Synthecium protectum,
4259,12,"Algae, crustose calcareous",
3816,12,Lomentaria clavellosa,
8558,12,Paralomis granulosa,
6726,12,Siderastrea siderea - Dead,
8687,12,Sponge 9,
1949,12,Diploastrea heliopora,
8506,12,Diadema,
1174,12,softcoral_ nephtheidae,
7468,12,Caryophyllia huiayensis,
7363,12,Chiton bowenii,
8559,12,Hypsicomus phaeotaenia,
6193,12,Crinoide ou gorgonia,
6201,12,peixe,
9331,12,Millepora sp.,
7011,12,ESD-COTS predation,
154,11,Montipora stellata,
7796,11,Cystoseira barbata Cladophora epiphyte,
6181,11,CRED-Fimbriaphyllia spp,
3474,11,Pleurobranchaea maculata,
4991,11,Aplysina sp-2,
6682,11,Pseudodiploria strigosa- Bleached,
8682,11,Sponge 5A,
7805,11,Caulerpa flexilis,
7456,11,Brown_algae_light-CCA,
650,11,calyx nicaeensis,
8612,11,Biemna chilensis,
9102,11,Fungiidae Bleached,
155,11,Astreopora-Cyphastrea,
3709,11,Pododesmus sp.,
3688,11,Ascidiella scabra,
5840,11,ARMS-Bryozoa arborescent,
3567,11,Caulerpa sertularioides,
1918,11,Caulerpa serrulata,Caulerpa
3470,11,Hard Coral Solitary,Hard coral
7718,11,Sebastes oculatus,
1491,11,Crepidula plana,
2795,11,ARMS-Clear Biofilm,
2423,11,Chrysophyta,Macroalgae
2967,11,Verongula sp.,Aplysinidae
9381,11,Trophon spp,
3265,11,Solanderia spp.,
8576,11,Symplectoscyphus spp,
8577,11,Sertularella polyzonias,
6139,11,Coral Black Fininho,
5804,11,Ectopleura crocea,
5057,11,Leptastrea_massive,
5794,11,Bleached,
8049,11,Solitary free living disk elongate,
8065,11,Gigartina,
2968,11,Amphimedon spp.,
5834,11,ARMS-Echinoderm,
8621,11,Leucaltis nuda,
6759,10,Sponge_,
1635,10,Unidentified orange sponge,
488,10,Botrylloides sp.,
2127,10,Dasya sp,Rhodophyta
6869,10,Cyanobacteria turf sandy,
7933,10,Poraniopsis echinaster,
8014,10,Anemone sp._bleached,
4950,10,Porites_massive,
4186,10,Sponges: Cups: Cup/Goblet,
6852,10,Bleached Alaria,
8602,10,Archidoris fontaini,
5399,10,Dont count,
1933,10,Neomeris spp.,Neomeris
5874,10,Montipora Plating Bleached,
6776,10,Foliose Green Algae,
7168,10,Distaplia bermudensis,
1391,10,Iciligorgia spp.,
1379,10,Tubastraea coccinea,Tubastraea coccinea
6669,10,Diploria labyrinthiformis - Bleached,
7383,10,Rock - Bare,
9586,10,Sabellaria spinulosa,
8611,10,Unidentified pink Chondrillidae,
6472,10,Leptastrea pruinosa,
4768,10,(Dark) Plastic Bags,
6205,10,FORA MORTO siderastrea,
211,10,Bleached Echinopora,
7966,10,Herdmania pallida,
495,10,Symplegma sp.,
825,10,Henricia spp.,
1185,10,Diploria clivosa,
3549,10,Avrainvillea amadelpha,
3361,10,Acropora Brancing,
11177,10,Branching red algae,
4969,9,Octocoral,
5008,9,Hydrozoo-2,
8348,9,Mobile Mollusk,
3189,9,coral:stonycoral;foliosa,
2182,9,Montipora capitata algal overgrowth,Montipora capitata
2419,9,Culcita novaeguineae,
10155,9,Terebellidae tube,
6227,9,Psammocora haimiana,
4664,9,Microporella sp.,
4903,9,Goniastrea edwardsi,
7900,9,Lunella smaragda,
8354,9,Dendrophylliidae,
1150,9,Mazzaella splendens,
8560,9,Sycozoa sp,
9405,9,Minerva aenigmata,
2092,9,SINV_SPO_FAN,
8695,9,Guiryella repens,
7409,9,Latrunculia ciruela,
6208,9,gorgonia cinza duvida,
5911,9,Purple Sea Urchin,
8872,9,Paling Orbicella faveolata,
8824,9,Holothurians,
293,9,Sponges:crusts: Creeping / ramose,
2153,9,Zostera marina,
1365,9,Mussa angulosa,Mussa angulosa
6902,9,Ulva intestinalis,
896,9,Hermit crab,
9309,9,white unknown spots,
9994,9,White Didemnidae,
962,9,Molluscs: Snails,
2884,9,Galeolaria,
4996,9,Ascidia-sp-7,
5321,9,Corymbose Acro 20-50cm,
5455,8,Cyphastrea spp. recently dead,
1343,8,CRED-Unclassified soft coral,Soft coral
8364,8,Condition_Wilted,
4765,8,(Dark) Drink Bottles – Transparent,
6677,8,Millepora spp. - Bleached,
8828,8,Porites Fluorescence,
7724,8,Zonaria aureomarginata,
8629,8,Blue/black bryozona,
3723,8,MASE: Galaxea,
1901,8,ARMS-CREP-Hydrocoral,
9338,8,Siderastrea sp. -Bleached,
9091,8,Pseudoechinus magellanicus,
6126,8,Gorgonia Laranja + Avermelhada,
4130,8,Boring sponge,
5845,8,ARMS-Anemone,
6811,8,Dead Favites,
2447,8,Deep Turf,
1135,8,Phorbas sp.,
2568,8,Astrangia,
7600,8,Microcosmus sp,
1362,8,Isophyllia rigida,Isophyllia rigida
6421,8,Stylocoeniella armata,
986,8,Common Seastar,
682,8,haliclona sp,
10212,8,Red non-calcareous blade arborescent algae,
7298,8,Porites furcata Dead,
7398,8,Eulalia sp.,
614,8,Montipora Laminar with Ridges,
10267,8,Beige Didemnidae,
9995,8,White and thin Didemnidae with spicules,
7867,8,3D Printed Coral,
7479,8,Hard Coral (meandering ridge and valleys),
9055,8,Sphacelaria cirrhosa,
8620,8,Oceanapia spinisphaera,
8606,8,Tritonia odhneri,
8460,8,Bleached Pyropia,
8561,8,Aplidium fuegiense,
4052,8,Cnemidocarpa verrucosa,
8699,8,Mussel A,
8676,8,Red Encrusting Sponge sp. A,
3977,8,Opisthobranchia,
8563,8,Gnathostomata,
5175,8,Ascidia-sp-15,
479,8,Dysidea fragilis,
7373,8,Rock - Cyanobacteria,
652,8,Axinella vaselety,
1539,8,Mycale spp.,
2124,7,Ectocarpus Lyngbye,
6810,7,Dead Millepora alcicornis,
93,7,Non hard coral invertebrates,
9280,7,Caulacanthus ustulatus,
4243,7,Live Barnacle,
4766,7,(Dark) Drink Bottles – Large (>5L),
8396,7,Mytilus edulis/BAL,
9583,7,Orange encrusting canal sponge,
7471,7,Hydractinia pacifica,
1036,7,Vermetidae,Other invertebrates
6105,7,Leathesia marina,
5516,7,Eugorgia Rubens,
2143,7,Anadyomene stellata,
1467,7,Aplysilla sp.,
3080,7,Dead Agaricia,
302,7,Macroalgae: Laminate: green,
6898,7,Endocladia sp.,
8129,7,Codium effusum,
9383,7,Porous beige sponge,
7525,7,extreme_green_algal_stain,
8445,7,Pseudoplexaura porosa,
1534,7,Membranipora membranacea,
3417,7,Unknown 1,
3583,7,Antipathes sp.,
8698,7,Blue sponge A,
6376,7,Leptoseris mycetoseroides,
4716,7,Tetraclita squamosa milleporosa,
6019,7,Drupella,
1702,7,Loose Substrate: Sand,
2411,7,Bleached Madracis,
2059,7,Acropora (caespitose),
1569,7,Cladopsammia gracilis,
3181,7,Coral:Dead coral coral,
8076,7,Bleached Pseudodiploria clivosa,
4412,7,Chaetomorpha antennina,
8243,7,Lima caribea_STRI,
7874,7,Codium edule,
5659,7,Reef Star Acropora (digitate),
9079,7,Tubular Sponge,
304,7,Macroalgae: Laminate: brown,
4241,7,Didemnum perlucidum,
4528,7,Asperococcus ensiformis,
1770,7,Agaricia undata,
1367,7,Mycetophyllia ferox,Mycetophyllia ferox
7962,6,Patinella sp.,
5853,6,ARMS-Entoproct,
6243,6,Dead sponge,
1429,6,"Non hermatypic: Free living (Fungia, etc)",
1056,6,Clathrina spp.,
3129,6,Bossiella Sp.,
4138,6,Bryozoa,
5775,6,Nematoda Enoplea,
9979,6,Serpulidae with tube perforations,
3661,6,Myriapora truncata,
2802,6,Sargassum vulgare,
496,6,Amathia sp.,
3247,6,Favia leptophylla,
3401,6,Marine Debris,
691,6,Balanophyllia elegans,
4942,6,UNKNOWN-1,
4946,6,Unknown-3,
10018,6,Beige Cyclostomatida long branching,
1560,6,Platygyra daedalea,Platygyra daedalea
10281,6,Dead with Macroalgae,
9507,6,Dictyota sp,
230,6,Crustacea,
10005,6,White Diastoporidae with white dots,
2149,6,Calcaronea,
8332,6,Heteractis aurora,
7036,6,Corraline Algae,
7252,6,Fimbriaphyllia,
6809,6,Bleached Millepora alcicornis,
1547,6,Acropora arabensis,
2457,6,Helioseris cucullata,Helioseris cucullata
5939,6,Iotrochota birotulata,
6386,6,Pachyseris rugosa,
8688,6,Coeloclonium verticillatum,
8864,6,Pocillopora Purple Morphology fluorescense,
582,6,Spirorbid worms,
1583,6,Acanthastrea echinata,
3886,6,Pseudoceratina_sp,
8702,6,Pearsonothuria,
3352,6,Coral Juvenile,
5427,6,Astreopora spp._recently dead,
8505,6,Fire Weed Hydroid,
5965,6,aplysia's mark,
9384,6,yellow sponge with nipples,
8098,6,Halocynthia Papillosa,
8905,6,Elysia sp.,
8617,6,Amphimedon maresi,
4422,6,Dictyota implexa,
7799,6,OtherAlive,
9235,6,White globular sponge,
9329,6,Agaricia fragilis -Bleached,
7238,6,Phaeophyceae,
2144,6,Herdmania momus,
3411,6,Porites hawaiiensis,Porites
1182,6,Manicina areolata,Manicina areolata
7731,6,ARMS-Pterobranch,
2494,6,Bleached Pavona,
7386,6,Pagurus comptus,
8575,6,Alcyonium roseum,
10017,6,Red Membraniporidae concentric disordered,
8598,6,Calliostoma consimilis,
7009,6,Sponges: Cup-likes: Tubes and chimneys,
656,6,Axinella demicornis,
10014,6,Pink Cyclostomatida,
3966,6,Montipora efflorescens,
7107,6,Sponge: solitary,
7109,6,Sea cucumber: embedded,
2803,5,Scytosiphon lomentaria,
1178,5,Madracis decacitis,
421,5,Stichopathes sp.,
10060,5,Encrusting yellow sponge,
8806,5,Acrophora,
6734,5,anemone unknown,
1578,5,Pavona explanulata,
5844,5,ARMS-Heliopora spp,
4184,5,Molluscs: Gastropods: Unshelled,
1780,5,Madracis carmabi,
1597,5,Calcifying Calcareous Crustose Algae: Rubble,
6610,5,Spatoglossum sp.,
5249,5,Ascidian-sp-17,
8140,5,Echinaster sepositus,
467,5,Solieria filiformis,
10019,5,Spirorbidae with striped tube,
10358,5,Rhodomela lycopodioides,
7899,5,Psaromenia,
8011,5,Sarcothalia,
733,5,Pterygophora californica,
7110,5,Apostichopus californicus,
6729,5,Coral unknown dead,
4714,5,Anthopleura nigrescens,
9389,5,Vidalia colensoi,
286,5,Sponges: Hollow forms :Tubes and chimneys,
3365,5,zooanhtid,
2291,5,Favia Encrusting,
8958,5,Coscinarea monile,
10008,5,Smittinidae,
5064,5,Merulinidae_massive,
6814,5,Ecionemia alata,
7705,5,Drift Macrocystis,
9500,5,Zanclea,
10271,5,Brown orange encrusting sponge wide oscula,
7604,5,Crisularia plumosa,
8592,5,Dead echinoidea,
9307,5,Fungia - fluorescent,
1935,5,Sarcophyton spp.,
9421,5,Jania rosea,
5843,5,ARMS-Annelid motile,
2159,5,Dudresnaya,
5010,5,Briozoo-sp-5,
6646,5,Agaricia agaricites - Intermediate bleaching,
5462,5,Detritus_,
6344,5,Montipora effusa,
10283,5,Fused rubble with turf sediment,
5528,5,Serpulorbis squamiger,
8684,5,Sponge 6A,
8123,5,Ceriantharia,
1966,5,Lobophyllia corymbosa,
2620,5,Very Thin Sediment over Rock,
3513,5,Doris fontainii,
4182,5,Molluscs: Cephalopods,
3055,5,Dipsastraea speciosa,
3705,5,Ascandra contorta,
6919,4,Unhealthy coral,
9988,4,Didemnum protectum,
526,4,Encrusting sponge/ tunicate,
3928,4,Pink branching CCA on dead tabular coral,
7534,4,Foliaceous Coral,
7618,4,HARD CORAL FINGER,
8572,4,Dactylanthus antarcticus,
7502,4,Plumularia spp.,
4523,4,Calcareous sponge,
9974,4,Polychaete tube with large debris,
4715,4,Zoanthus sansibaricus,
3432,4,Ircinia dendroides,
6140,4,Coral black igual 8 mais alto,
6138,4,Coral Black Alaranjado,
1861,4,Palythoa caesia,
2862,4,Macroalgae: Membraneous: Red: Grateloupia,
2621,4,Lightly Biofilmed Rock,
4951,4,Acropora_tabular,
4250,4,S. Anemone,
8443,4,Davidaster rubiginosus,
4717,4,Ceratodictyon sp.,
2252,4,Bleached Acropora Digitate,
4997,4,Ascidia-sp-8,
7955,4,Arbopercula sp.,
6038,4,Eucidaris tribuloides,
8115,4,Agelas oroides,
2582,4,Montipora incrassata,
5958,4,Porites-Other,
645,4,Corticated Macrophytes,
1864,4,Montipora studeri,Montipora
6894,4,Bleached Mastocarpus sp.,
8397,4,Mytilus edulis/Petalonia,
2385,4,Acropora monticulosa,
2529,4,Limpets,
2165,4,Recruit,Hard coral
4027,4,Pycnogonida,
8511,4,Bleached Costaria costata,
8420,4,Red Bubble Algae,
4174,4,Echinoderms: Ophiuroids: Brittle/Snake: Oth,
7595,4,Bugulina flabellata,
9057,4,Botryllus epi,
4430,4,Hydroclathrus clathratus,
1095,4,"Scallop, unidentified",
4487,4,Gonistrea pectinata,
6361,4,Montipora peltiformis,
5178,4,Unknown-22,
473,4,Oculina,
464,4,Anenome zoanthid,
8613,4,Hymenancora sp,
5295,4,Corymbose >50cm,
3662,4,Pentapora fascialis,
475,4,Solenastrea hyades,Solenastrea hyades
9358,4,Invasive_octocoral bleached,
3184,4,corals:rock,
2563,4,Unknown Algae,
3216,4,Dendostrea sandvichensis,
2292,4,Favia Sub-massive,
7093,4,surfgrass,
8554,4,Arossia henryae,
8817,4,Pocillopora old dead,
10073,4,isopods,
4736,4,Sediment buried coral,
5060,4,Lobophyllia_massive,
2456,4,Stylaster roseus,Stylaster
10153,4,Dead Austrominius modestus,
7006,4,Trichogloea,Rhodophyta
3507,4,CRED-Wire and black coral,Antipatharia
8593,4,Gorgonocephalus chilensis,
8690,4,Sponge 11,
7082,4,Spongia oceania,
1867,4,Halymenia sp.,Halymenia
3822,4,Myxicola,
6907,3,Grateloupia filicina,
1789,3,Scolymia lacera,Scolymia lacera
9604,3,Porites branching dead,
9403,3,creepy beige sponge patagonia,
7434,3,Latrunculia verenae,
9326,3,Parazoanthus elongatus,
9231,3,Sycon huinayensis,
8094,3,Chartella Tenella,
8072,3,Bleached Dichocoenia stokesi,
4180,3,Echinoderms: Sea Urchins: Pencil Urchins,
1649,3,Crinoids.,Crinoid
6090,3,Other Leaves macroalgae,
8887,3,Tonicia sp,
8868,3,Pocillopora Purple Morphology recently dead,
5554,3,Corallophila huysmansii,
7439,3,Dysidea tenuifibra,
9692,3,Red Algae - Bladed - <3ocm,
2387,3,Acropora nasuta,
7983,3,Trididemnum delesseriae,
4688,3,Calyptotheca triangulata,
7484,3,Green_filamentous_algae,
6194,3,briozoario,
4638,3,Scyphozoa,
3600,3,Champia parvula,
817,3,Plakortis,Porifera
8555,3,Peltarion spinosulum,
2781,3,Sea Fan,
3360,3,Acropora Encrusting,
9980,3,Spirorbidae with pink tube,
4506,3,Dipsastraea veroni,
6235,3,Stichodactyla helianthus,
5086,3,Briozoo-sp-7,
8601,3,Flabellina falklandica,
8603,3,Cadlina sparsa,
1566,3,Turbinaria reniformis,
6383,3,Pavona frondifera,
7603,3,Didemnum black,
2084,3,Dead Pocillopora,Dead coral
5322,3,Corymbose Acro >50cm,
5290,3,Soft >50cm,
651,3,ircinia oros,
7297,3,Porites furcata  bleached,
5941,3,Neopetrosia proxima,
8177,3,Sabella spallanzanii,
7405,3,Amphilectus americanus,
9357,3,Unidentified_octocoral,
1454,3,Other sesile invertebrates soft hexacorrallia,
4256,3,"Algae, corticated",
6127,3,Gorgonia Cinza Finina,
5012,3,Unknow-14,
4501,3,Time Stamp,
7823,3,TWS,
5176,3,Unknown-17,
8567,3,Alcyonium glaciophilum,
6634,3,Posidonia mat,
8343,3,Spirobranchus giganteus,
4763,3,(Dark) Cleaner Bottles & Containers,
7537,3,Lobatus gigas,
6133,3,Coral black + escuro,
3448,3,Austromegabalanus psittacus,
5892,3,Acanthastrea Dead,
9598,3,Brown tubular algae,
1793,3,Millepora squarrosa,Millepora squarrosa
9990,3,Transparent Didemnidae with grey zoids,
7141,3,Aplousobranchia,
10144,3,Porphyra sp.,
3699,3,Idmidronea sp.,
7550,3,Dead free living,
8369,3,Condition_Scenesced,
1490,3,Crepidula fornicata,
7588,3,Sycon ciliatum,
9691,3,Agaricia humilis - Bleached,
9344,3,Arborescent_octocoral,
8399,3,Mytilus edulis/Red Dictyota,
2025,3,Dichotomaria marginata,
3256,3,Heterogorgia uatumani,
272,3,Sponges: Massive forms: Round,
3581,3,Mussismilia leptophylla,
7712,3,Tritonia challengeriana,
9386,3,Pattern Sponge,
6659,3,Porites mounding- Intermediate bleaching,
2383,3,Acropora secale,
923,3,Halichondria panicea,
5433,3,Goniastrea spp._recently dead,
1622,3,Schizoporella unicornis,
1787,3,Oculina diffusa,
7887,3,gracilaria truncata,
4622,3,Dead Other Acropora,
6240,3,Tubastraea micranthus,
6198,3,macroalga halimeda,
7711,2,Argobuccinum pustulosum,
8095,2,Clathrina clathrus,
2131,2,Tricellaria sp.,
6197,2,macroalga codium,
4687,2,Beania sp.,
6859,2,Bleached Hedophyllum nigripes,
8469,2,Schizymenia sp.,
1004,2,"Bryozoan, encrusting unidentified",
5021,2,Anémona-sp1,
1595,2,MASE: Isopora,
7364,2,Clathrina fjordica,
7469,2,Cereus herpetodes,
6804,2,Dead Mussismilia hispida,
7800,2,Epiphyte,
3410,2,Bleached Pavona varians,
3073,2,Psammocora profundacella,Psammocora profundacella
3266,2,Dasycladus vermicularis,
3594,2,Juvenile Undaria pinnatifida,
6802,2,Dead Mussismilia harttii,
7404,2,Crambe chilensis,
7539,2,Dead Hard Digitate Coral,
5447,2,Sand above surface,
8106,2,Bispira volutacornis,
4486,2,Favites complanata,
8412,2,Dead Oyster/Dictyota,
8406,2,Mytilus edulis/Ulva australis,
3069,2,Bedeva paivae,
2561,2,Chiton Pelliserpentis,
7097,2,Dictyoneurum californicum,
5782,2,balanus,
2495,2,Bleached Favia (Indo-Pacific),
9391,2,Carpophyllum angustifolium,
1406,2,"The crown-of-thorns sea star, Acanthaster pl",Acanthaster planci
217,2,Bleached Psammocora,
1978,2,Tridacna maxima,
4013,2,Pennatulacea,
7598,2,Monocorophium sextonae,
7584,2,Amathia verticillata,
8767,2,Pseudodiploria clivosa - Outplanted,
3036,2,Balanus trigonus,
8234,2,Ascidia curvata_ STRI,
5923,2,Ectyoplasia ferox,
8066,2,Asterias forbesi,
8203,2,Hydroids_STRI,
7250,2,Coelastrea,
3378,2,Porites porites dead,
4971,2,Esponja-sp-2,
4975,2,Ascidia-sp-3,
3215,2,Demospongiae,
9359,2,Tonicia atrata,
3356,2,Water_H20_RR,
7389,2,Pisoides edwardsii,
10072,2,copepods,
781,2,Artificial material of experimental setup,
5007,2,Unknown-13,
10266,2,Cupuladriidae,
3749,2,51_tabular_hard_coral,
5486,2,Tedania ignis,
